ENSRNOG00000012546_Frmpd1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000012549_Hs2st1,[1],[0],[1],[1],[1],[2]
ENSRNOG00000012552_Ints4,[0],[1],[0],[0],[0],[0]
ENSRNOG00000012557_Lgals5,"[2, 2, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000012558_Orc2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000012561_Arhgef10,[1],[3],[1],[1],[1],[2]
ENSRNOG00000012562_Grin3b,[2],[1],[1],[1],[1],[1]
ENSRNOG00000012563_Arhgap29,[0],[2],[2],[2],[2],[2]
ENSRNOG00000012565_Cln8,[0],[1],[0],[0],[0],[0]
ENSRNOG00000012573_Dlgap2,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000012574_Pum3,[2],[0],[2],[0],[1],[1]
ENSRNOG00000012575_Fat2,"[1, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 1]","[2, 0, 2, 2, 0, 0, 0, 0, 0]","[2, 0, 2, 2, 0, 0, 0, 0, 0]","[2, 0, 2, 2, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000012580_Ccdc141,"[1, 1, 1, 1]","[1, 0, 1, 1]","[1, 0, 0, 0]","[0, 0, 0, 0]","[1, 0, 1, 1]","[1, 0, 1, 1]"
ENSRNOG00000012594_Sugt1,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000012603_Sestd1,"[0, 1, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000012611_Lpxn,[1],[0],[0],[0],[0],[0]
ENSRNOG00000012613_F13b,"[0, 0]","[2, 2]","[0, 0]","[1, 1]","[1, 1]","[0, 0]"
ENSRNOG00000012619_Epor,[1],[0],[0],[1],[0],[2]
ENSRNOG00000012630_Rhoc,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012634_Fbxo10,[1],[2],[1],[2],[2],[2]
ENSRNOG00000012641_Sfr1,"[2, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[2, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0]"
ENSRNOG00000012645_Mecom,[0],[1],[1],[0],[0],[0]
ENSRNOG00000012650_Mrpl3,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000012651_Cwc22,[0],[0],[0],[0],[0],[0]
ENSRNOG00000012652_RGD1565693,"[1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 2]","[0, 1, 1, 2, 1, 0, 1, 2, 0, 0, 0, 0, 0]","[1, 1, 1, 3, 1, 0, 1, 2, 0, 0, 0, 0, 0]","[2, 1, 1, 3, 0, 1, 0, 2, 2, 2, 2, 2, 2]","[1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 2, 2, 2, 2, 2, 2]"
ENSRNOG00000012654_Vps36,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012663_Mfsd6,"[1, 2]","[0, 2]","[0, 2]","[1, 2]","[0, 2]","[0, 2]"
ENSRNOG00000012664_Polr1e,[0],[0],[0],[0],[0],[0]
ENSRNOG00000012671_Gan,[0],[2],[1],[1],[0],[0]
ENSRNOG00000012679_Oard1,[2],[2],[2],[2],[0],[1]
ENSRNOG00000012683_Abhd17c,"[0, 0, 2]","[0, 1, 1]","[1, 1, 1]","[0, 0, 1]","[1, 1, 1]","[0, 0, 2]"
ENSRNOG00000012692_Riok2,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000012718_Zfp451,"[2, 2]","[2, 2]","[1, 1]","[1, 1]","[1, 1]","[2, 2]"
ENSRNOG00000012719_Tdrd12,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000012721_Ednra,"[2, 2]","[0, 0]","[2, 2]","[1, 1]","[2, 2]","[2, 2]"
ENSRNOG00000012729_Mfsd8,[0],[1],[1],[1],[1],[1]
ENSRNOG00000012730_Lrrk1,[0],[0],[1],[0],[0],[0]
ENSRNOG00000012734_Dcun1d1,[1],[1],[0],[0],[0],[0]
ENSRNOG00000012735_Kif24,[0],[1],[1],[1],[1],[1]
ENSRNOG00000012739_Brf2,[0],[0],[0],[1],[0],[0]
ENSRNOG00000012751_Tm9sf2,"[0, 1, 1, 1, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000012752_Cklf,[0],[1],[0],[0],[0],[0]
ENSRNOG00000012756_Slc25a43,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012757_Nek3,"[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 1, 2, 1]","[2, 2, 2, 2]","[2, 2, 2, 2]","[3, 1, 2, 1]"
ENSRNOG00000012759_Col19a1,"[0, 2]","[1, 2]","[1, 2]","[1, 2]","[0, 2]","[0, 2]"
ENSRNOG00000012760_Chtop,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012764_Agap3,[0],[1],[1],[2],[0],[1]
ENSRNOG00000012771_Ddx41,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000012772_Nqo1,[1],[2],[1],[2],[0],[0]
ENSRNOG00000012778_Magoh,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000012782_Tmem2,"[2, 2, 1]","[2, 2, 1]","[2, 2, 2]","[2, 2, 2]","[2, 2, 0]","[2, 2, 0]"
ENSRNOG00000012808_Tmem259,[0],[1],[1],[1],[1],[1]
ENSRNOG00000012811_Spint1,[0],[1],[1],[0],[0],[0]
ENSRNOG00000012815_Chst10,[1],[2],[1],[2],[2],[2]
ENSRNOG00000012817_Lrrc17,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000012819_Gdnf,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012821_Cnmd,[1],[1],[2],[2],[1],[1]
ENSRNOG00000012828_Emg1,[0],[0],[1],[1],[0],[0]
ENSRNOG00000012843_Aspg,[2],[1],[0],[0],[0],[1]
ENSRNOG00000012852_Bin1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012865_Parp3,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012873_Gfm1,"[1, 1]","[2, 0]","[2, 0]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000012880_Tti1,"[2, 2]","[0, 0]","[0, 0]","[0, 0]","[2, 2]","[2, 2]"
ENSRNOG00000012881_Fgl2,[2],[1],[2],[1],[2],[1]
ENSRNOG00000012886_Maff,[1],[1],[1],[2],[2],[2]
ENSRNOG00000012891_Mdh1b,[1],[0],[2],[2],[2],[1]
ENSRNOG00000012892_Abca4,"[2, 2, 2]","[0, 2, 2]","[0, 1, 1]","[0, 2, 2]","[0, 2, 2]","[0, 2, 2]"
ENSRNOG00000012911_Erlin1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000012918_Mtmr6,[0],[1],[2],[0],[0],[0]
ENSRNOG00000012920_Col9a1,[0],[1],[1],[1],[0],[0]
ENSRNOG00000012932_Ccdc146,"[0, 0, 2]","[1, 1, 2]","[0, 0, 2]","[1, 1, 2]","[0, 0, 2]","[1, 1, 2]"
ENSRNOG00000012934_Arhgef7,[0],[2],[1],[2],[2],[1]
ENSRNOG00000012939_Abca7,[0],[1],[1],[1],[1],[1]
ENSRNOG00000012942_Satb1,[0],[1],[0],[0],[1],[1]
ENSRNOG00000012956_Tgm2,[2],[0],[0],[0],[1],[1]
ENSRNOG00000012962_Nudt16,[1],[2],[1],[1],[1],[1]
ENSRNOG00000012975_Ggcx,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000012980_Hyls1,[0],[2],[2],[1],[2],[2]
ENSRNOG00000012989_Serinc2,[0],[2],[1],[1],[1],[1]
ENSRNOG00000012991_Adgra2,"[1, 0]","[2, 0]","[2, 0]","[0, 1]","[0, 0]","[1, 0]"
ENSRNOG00000012994_Pus3,[2],[0],[0],[1],[0],[0]
ENSRNOG00000013000_Ldhb,"[0, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
ENSRNOG00000013002_Gpbp1,"[0, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013005_Rpa2,[1],[1],[1],[1],[0],[0]
ENSRNOG00000013011_Dnajb4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000013040_Ddx31,[2],[2],[2],[1],[1],[1]
ENSRNOG00000013053_Trpm6,[0],[0],[0],[0],[1],[1]
ENSRNOG00000013055_Zfyve16,"[2, 1, 1]","[2, 2, 2]","[2, 2, 3]","[2, 2, 2]","[2, 2, 2]","[2, 2, 2]"
ENSRNOG00000013059_Aste1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013062_Cyp24a1,[0],[0],[2],[2],[2],[2]
ENSRNOG00000013067_Phf21b,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]"
ENSRNOG00000013076_Csnk1e,[1],[1],[0],[0],[0],[0]
ENSRNOG00000013092_Lonrf3,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013101_Pcdh8,[1],[1],[2],[2],[1],[1]
ENSRNOG00000013123_Scube2,[1],[2],[2],[1],[2],[1]
ENSRNOG00000013133_Foxa2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013140_Pdzd2,"[1, 1, 2, 1]","[1, 1, 2, 1]","[2, 2, 2, 0]","[1, 1, 2, 1]","[2, 2, 2, 0]","[1, 1, 2, 1]"
ENSRNOG00000013148_Rad54l,[1],[1],[1],[1],[2],[2]
ENSRNOG00000013152_Arhgap10,"[0, 2]","[1, 2]","[0, 2]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000013160_Sash1,[1],[0],[1],[2],[2],[2]
ENSRNOG00000013171_Grm2,[1],[1],[0],[0],[0],[0]
ENSRNOG00000013176_Far1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013179_Tinagl1,"[2, 0, 0, 0]","[0, 0, 0, 1]","[1, 0, 0, 0]","[1, 0, 0, 0]","[1, 1, 1, 0]","[1, 0, 0, 0]"
ENSRNOG00000013186_G3bp1,[0],[0],[0],[0],[0],[1]
ENSRNOG00000013194_Rps6ka2,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013202_Akap7,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013213_Epha4,[1],[0],[1],[1],[1],[1]
ENSRNOG00000013215_Dctd,"[1, 0, 1]","[2, 1, 2]","[1, 0, 1]","[2, 0, 2]","[1, 0, 1]","[1, 0, 1]"
ENSRNOG00000013229_Mthfs,"[1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000013248_Wwc2,"[0, 1]","[2, 2]","[0, 1]","[0, 2]","[0, 1]","[0, 1]"
ENSRNOG00000013252_Cwc27,[1],[0],[0],[0],[0],[0]
ENSRNOG00000013256_Ric8a,"[1, 2]","[0, 2]","[0, 2]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000013267_Helz2,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[1, 1, 1]","[2, 2, 2]","[2, 2, 2]"
ENSRNOG00000013271_Ireb2,"[0, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013279_LOC681458,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013291_Cyp2c23,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013292_AC117101.1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013301_Bean1,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013305_Atp2c1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013309_Pik3ap1,[0],[0],[1],[0],[1],[1]
ENSRNOG00000013317_RGD1565222,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013318_Ccdc150,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013324_Cdh5,[2],[1],[2],[1],[0],[2]
ENSRNOG00000013328_Rbpms,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013334_Clca5,"[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013338_Olr1643,[0],[1],[2],[2],[1],[1]
ENSRNOG00000013346_Asb14,"[0, 0, 0]","[2, 2, 2]","[2, 2, 2]","[2, 1, 1]","[2, 1, 1]","[2, 1, 1]"
ENSRNOG00000013353_Tmem260,"[2, 2]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000013364_Hey2,"[0, 1]","[0, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013369_Gbx1,[0],[1],[1],[2],[0],[1]
ENSRNOG00000013373_Rmt1,[2],[2],[2],[2],[1],[1]
ENSRNOG00000013379_Zfp422,[0],[0],[0],[0],[1],[1]
ENSRNOG00000013387_Tpcn2,"[0, 0, 2]","[0, 0, 2]","[2, 0, 0]","[2, 1, 0]","[1, 0, 0]","[1, 0, 0]"
ENSRNOG00000013390_Kbtbd8,"[1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000013391_Sorbs2,"[2, 0]","[2, 1]","[2, 0]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000013399_LOC501033,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013407_Slc5a11,[1],[0],[0],[0],[0],[1]
ENSRNOG00000013415_Ptpn18,"[2, 2]","[2, 2]","[2, 0]","[2, 1]","[2, 2]","[2, 2]"
ENSRNOG00000013416_Arid3c,"[0, 1]","[0, 1]","[0, 1]","[0, 1]","[0, 2]","[0, 2]"
ENSRNOG00000013426_Mrgprf,[0],[0],[2],[2],[1],[1]
ENSRNOG00000013441_Gnrh1,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013442_Ciz1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013443_Tm9sf3,[0],[0],[1],[0],[1],[1]
ENSRNOG00000013446_Nif3l1,[0],[0],[1],[1],[0],[1]
ENSRNOG00000013448_Mrgprd,[2],[2],[2],[1],[1],[1]
ENSRNOG00000013452_Rcn1,[0],[1],[0],[2],[0],[0]
ENSRNOG00000013456_Ighmbp2,"[2, 2, 2]","[2, 2, 2]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013469_Txndc5,[1],[2],[1],[1],[2],[0]
ENSRNOG00000013474_Casz1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013479_Stard7,"[0, 0]","[1, 1]","[1, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000013502_Eps15l1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013510_Tmem60,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013516_Sf3b1,[1],[1],[0],[0],[0],[0]
ENSRNOG00000013533_Acin1,"[0, 1]","[0, 0]","[0, 0]","[1, 0]","[1, 0]","[1, 0]"
ENSRNOG00000013541_Sh2d4a,[2],[2],[2],[0],[1],[2]
ENSRNOG00000013545_Polr2e,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013562_Ndfip1,"[1, 0, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013564_Dok3,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000013565_Zfp507,[0],[1],[0],[0],[2],[2]
ENSRNOG00000013570_Rad54l2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013585_Nmnat3,"[0, 0]","[0, 0]","[1, 1]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000013587_Fam135a,"[1, 0, 1, 1]","[0, 0, 0, 0]","[1, 0, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000013610_Chrna5,[1],[1],[0],[0],[0],[0]
ENSRNOG00000013611_Krt32,[1],[1],[1],[1],[0],[0]
ENSRNOG00000013620_Cdk13,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013634_Myd88,[2],[1],[2],[1],[2],[2]
ENSRNOG00000013641_Myo7a,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013659_Tex2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013661_Kif26a,"[2, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0]"
ENSRNOG00000013662_Erich6,"[0, 0, 0]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013668_Capg,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013681_Kcns1,[2],[2],[1],[1],[1],[1]
ENSRNOG00000013684_F11,"[1, 0, 0, 1]","[0, 0, 0, 0]","[1, 0, 0, 1]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]"
ENSRNOG00000013689_Vps18,[1],[1],[0],[1],[2],[2]
ENSRNOG00000013707_Spata13,"[1, 1, 0, 1]","[0, 0, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000013713_LOC499240,"[1, 1, 1]","[0, 2, 0]","[0, 2, 0]","[1, 1, 1]","[0, 2, 0]","[1, 1, 1]"
ENSRNOG00000013714_Snrpd1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013718_Herc2,"[0, 0, 0]","[0, 1, 0]","[0, 0, 0]","[0, 0, 0]","[1, 0, 1]","[1, 0, 1]"
ENSRNOG00000013720_Aebp1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013727_Ndc80,[0],[0],[1],[0],[0],[0]
ENSRNOG00000013729_RGD1306271,"[2, 0, 0, 2, 0, 2]","[2, 0, 0, 2, 0, 2]","[2, 0, 0, 2, 0, 2]","[2, 0, 0, 2, 0, 2]","[2, 1, 1, 1, 1, 1]","[2, 1, 1, 1, 1, 1]"
ENSRNOG00000013733_Ppp4r1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013736_C9,[0],[1],[0],[0],[1],[1]
ENSRNOG00000013737_Bcar3,[0],[0],[1],[0],[1],[0]
ENSRNOG00000013742_Large1,[1],[2],[1],[2],[0],[0]
ENSRNOG00000013744_Akip1,[1],[0],[0],[1],[0],[1]
ENSRNOG00000013747_Sh3bp2,[0],[0],[2],[0],[0],[1]
ENSRNOG00000013760_Wfdc5,[2],[2],[1],[1],[1],[1]
ENSRNOG00000013767_Ccdc61,[1],[1],[2],[2],[2],[2]
ENSRNOG00000013770_Folh1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013771_Clca2,"[1, 0, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 2, 2, 2, 0]","[0, 1, 0, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 0]","[0, 2, 0, 2, 2, 2, 0]"
ENSRNOG00000013773_Secisbp2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013791_Enpp3,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013792_Slco6c1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013807_Dmc1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013808_Ces2g,[0],[0],[0],[0],[1],[1]
ENSRNOG00000013829_Chrna3,[0],[0],[2],[2],[1],[1]
ENSRNOG00000013837_Tp53bp1,"[0, 0, 1]","[1, 1, 1]","[0, 0, 1]","[0, 0, 1]","[0, 0, 1]","[0, 0, 1]"
ENSRNOG00000013845_Mrpl21,"[0, 2]","[1, 2]","[0, 0]","[0, 1]","[0, 0]","[0, 0]"
ENSRNOG00000013872_P2ry14,[2],[2],[2],[2],[2],[2]
ENSRNOG00000013907_Sall1,[1],[1],[1],[1],[0],[0]
ENSRNOG00000013912_Slc30a7,[2],[2],[1],[0],[2],[0]
ENSRNOG00000013914_Gpr132,[0],[1],[1],[1],[1],[0]
ENSRNOG00000013917_Igsf10,"[1, 2, 2, 1]","[0, 2, 2, 0]","[1, 2, 2, 1]","[2, 2, 2, 2]","[1, 2, 2, 1]","[1, 2, 2, 1]"
ENSRNOG00000013928_Dsp,[1],[2],[1],[1],[2],[2]
ENSRNOG00000013930_Rnf4,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013933_Med27,[1],[1],[0],[0],[0],[0]
ENSRNOG00000013945_Itpkc,[0],[1],[0],[0],[2],[2]
ENSRNOG00000013947_Rabl2a,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013961_Ghitm,[0],[1],[0],[0],[0],[0]
ENSRNOG00000013970_Cdt1,"[2, 2, 1]","[2, 2, 1]","[2, 2, 2]","[1, 1, 1]","[2, 2, 1]","[2, 2, 1]"
ENSRNOG00000013971_Psat1,[1],[2],[2],[2],[2],[2]
ENSRNOG00000013973_Lcn2,[0],[0],[0],[0],[0],[0]
ENSRNOG00000013974_Fahd2a,[1],[1],[1],[2],[2],[2]
ENSRNOG00000013975_Acat2l1,[1],[1],[1],[1],[1],[1]
ENSRNOG00000013982_Hsd17b2,"[0, 1, 1]","[1, 1, 1]","[0, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000013991_Creg2,[1],[2],[2],[2],[1],[2]
ENSRNOG00000013994_Enpp1,"[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000014001_Prss40,[2],[2],[0],[1],[2],[2]
ENSRNOG00000014003_Fbxo16,[0],[0],[0],[0],[0],[0]
ENSRNOG00000014006_Neto1,[0],[0],[1],[0],[0],[0]
ENSRNOG00000014011_Dll4,"[2, 0]","[1, 1]","[1, 1]","[0, 0]","[1, 0]","[1, 0]"
ENSRNOG00000014019_Tbc1d7,[2],[2],[2],[2],[2],[2]
ENSRNOG00000014021_Matn4,[2],[2],[2],[2],[2],[2]
ENSRNOG00000014030_Synm,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]"
ENSRNOG00000014031_Esco1,"[0, 0, 0, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000014037_Dcun1d3,"[0, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000014039_Sucnr1,"[1, 1]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000014041_Cep78,[0],[0],[0],[0],[1],[1]
ENSRNOG00000014049_Riok1,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000014059_Odf2l,"[0, 0]","[1, 0]","[0, 2]","[0, 1]","[0, 1]","[0, 2]"
ENSRNOG00000014070_Krt13,[1],[1],[1],[1],[0],[0]
ENSRNOG00000014072_Txndc17,[2],[2],[2],[2],[2],[2]
ENSRNOG00000014079_Stat1,[0],[0],[0],[0],[0],[1]
ENSRNOG00000014080_Kif23,"[0, 0, 0, 1, 1]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000014081_Nmur2,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000014093_Tom1,"[2, 2, 2]","[2, 2, 2]","[1, 1, 2]","[1, 1, 1]","[0, 0, 2]","[0, 0, 2]"
ENSRNOG00000014099_Krt15,[1],[1],[1],[1],[0],[0]
ENSRNOG00000014104_Myo5b,"[0, 0, 0, 0, 0]","[1, 1, 1, 2, 0]","[0, 0, 0, 0, 1]","[0, 0, 0, 2, 0]","[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]"
ENSRNOG00000014105_AC103056.1,[1],[0],[0],[1],[0],[0]
ENSRNOG00000014118_Klkb1,"[0, 1, 0]","[0, 1, 0]","[0, 1, 0]","[0, 0, 0]","[1, 2, 1]","[0, 1, 0]"
ENSRNOG00000014119_Farsb,"[1, 1]","[1, 1]","[1, 0]","[0, 0]","[0, 0]","[2, 0]"
ENSRNOG00000014128_Ecsit,[0],[0],[0],[1],[0],[1]
ENSRNOG00000014135_Rab11fip4,[0],[0],[0],[0],[0],[0]
ENSRNOG00000014139_Sclt1,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000014142_Ogfrl1,"[0, 0]","[0, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000014143_Col24a1,"[1, 3, 2]","[0, 2, 2]","[0, 2, 2]","[0, 2, 2]","[0, 2, 2]","[0, 2, 2]"
ENSRNOG00000014149_Npy1r,[2],[2],[2],[2],[2],[2]
ENSRNOG00000014154_Ilf2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000014165_Ssr1,[2],[2],[2],[2],[2],[2]
